"","Name","FTA","FT.","OREB","DREB","REB","AST","STL","BLK","TOV","TARGET_5Yrs","rule_180","STL_TOV_ratio","double_time","EEF","EEF_GP","EEF_MIN"
"177","Kenny Payne",0.5,"Moderate","normal","normal",0.7,"normal","normal","normal","Low",0,172.4,0.333333333333333,0,3.1,0.0885714285714286,0.5
"178","Eric Johnson",0.4,"Moderate","normal","normal",0.6,"normal","normal","normal","Low",0,117,0.6,0,1.4,0.0291666666666667,0.245614035087719
"179","Mike Williams",0.3,"Low","normal","normal",1.1,"normal","normal","normal","Low",0,83.3,1,0,1.6,0.0761904761904762,0.326530612244898
"180","Mike Morrison",0.8,"Moderate","normal","normal",0.6,"normal","normal","normal","Low",0,142.4,0.166666666666667,0,0.9,0.025,0.209302325581395
"181","Nate Johnston",0.6,"Low","normal","normal",1.1,"normal","normal","outstanding","Low",0,131.7,0.333333333333333,0,2.4,0.114285714285714,0.585365853658537
"182","Mitch Richmond*",6.4,"Moderate","outstanding","outstanding",5.9,"outstanding","normal","normal","High",1,164.5,0.294117647058824,1,22.4,0.283544303797468,0.651162790697675
"183","Willie Anderson",3.6,"Moderate","outstanding","outstanding",5.1,"outstanding","outstanding","outstanding","High",1,146.3,0.59375,1,24.1,0.297530864197531,0.71301775147929
"184","Victor Oladipo",4,"Moderate","normal","outstanding",4.1,"outstanding","outstanding","outstanding","High",0,152.6,0.5,1,15,0.1875,0.482315112540193
"185","Hersey Hawkins",3.7,"Moderate","normal","normal",2.8,"outstanding","outstanding","outstanding","High",1,171.4,0.75,1,16.1,0.20379746835443,0.493865030674846
"186","Kevin Edwards",2.4,"Moderate","outstanding","normal",3.3,"outstanding","outstanding","normal","High",1,144.1,0.580645161290323,1,15.9,0.20126582278481,0.535353535353535
"187","Grant Long",5,"Moderate","outstanding","outstanding",6.7,"normal","outstanding","outstanding","High",1,123.5,0.6,1,14.8,0.180487804878049,0.498316498316498
"188","Rex Chapman",2.6,"Moderate","normal","normal",2.5,"outstanding","normal","normal","Moderate",1,152.3,0.6,1,15.9,0.212,0.537162162162162
"189","Brian Shaw",1.6,"Moderate","outstanding","outstanding",4.6,"outstanding","normal","normal","High",1,125.9,0.391304347826087,0,15.1,0.184146341463415,0.537366548042705
"190","Chris Morris",3.3,"Moderate","outstanding","outstanding",5.2,"normal","outstanding","outstanding","High",1,154,0.52,1,16.1,0.211842105263158,0.583333333333333
"191","Gary Grant",2.3,"Moderate","outstanding","normal",3.4,"outstanding","outstanding","normal","High",1,139.7,0.555555555555556,1,17.1,0.240845070422535,0.6309963099631
"192","Vernon Maxwell",3.1,"Moderate","normal","normal",2.6,"outstanding","outstanding","normal","High",1,142.5,0.478260869565217,1,12.4,0.156962025316456,0.475095785440613
"193","Ben McLemore",1.7,"Moderate","normal","normal",2.9,"normal","normal","normal","Moderate",0,150,0.5,0,8.5,0.103658536585366,0.318352059925094
"194","Dan Majerle",2.4,"Low","outstanding","outstanding",3.9,"outstanding","outstanding","normal","Moderate",1,136.2,1.33333333333333,0,11.9,0.22037037037037,0.474103585657371
"195","Sylvester Gray",2.8,"Low","outstanding","outstanding",5.2,"outstanding","normal","outstanding","High",0,134.3,0.368421052631579,0,10.6,0.192727272727273,0.477477477477477
"196","Ricky Berry",2.6,"Moderate","normal","normal",3.1,"normal","normal","normal","Moderate",0,164.5,0.461538461538462,1,11.5,0.1796875,0.522727272727273
"197","Tom Garrick",1.8,"Moderate","normal","normal",2.2,"outstanding","outstanding","normal","High",0,129.3,0.6875,0,9.7,0.136619718309859,0.459715639810427
"198","Michael Anderson",2.3,"Low","outstanding","normal",2.5,"outstanding","outstanding","normal","High",0,125.5,0.521739130434783,0,8.3,0.230555555555555,0.408866995073891
"199","Michael Anderson",2.7,"Low","outstanding","outstanding",4.5,"normal","normal","normal","Moderate",0,107.2,0.833333333333333,0,10.3,0.158461538461538,0.556756756756757
"200","Vinny Del Negro",1.3,"Moderate","normal","normal",2.1,"outstanding","normal","normal","Moderate",1,162.5,0.8,0,10.2,0.1275,0.523076923076923
"201","Kelvin Upshaw",0.8,"Low","normal","normal",1.5,"outstanding","normal","normal","High",0,135.9,0.470588235294118,0,10,0.3125,0.518134715025907
"202","Derrick Chievous",3,"Moderate","outstanding","normal",3.2,"normal","normal","normal","High",0,142.8,0.352941176470588,0,8.5,0.104938271604938,0.447368421052632
"203","Ledell Eackles",4.3,"Moderate","outstanding","normal",2.3,"normal","normal","normal","High",1,144.5,0.3125,1,8.8,0.11,0.483516483516484
"204","Harvey Grant",0.8,"Low","outstanding","normal",2.3,"normal","normal","outstanding","Low",1,106,1.25,0,8.2,0.115492957746479,0.488095238095238
"205","Rod Strickland",2.9,"Moderate","normal","normal",2,"outstanding","outstanding","normal","High",1,153.4,0.666666666666667,0,10.9,0.134567901234568,0.648809523809524
"206","Scott Brooks",0.8,"Moderate","normal","normal",1.1,"outstanding","normal","normal","Moderate",1,166.3,1,0,8.5,0.103658536585366,0.508982035928144
"207","Todd Mitchell",2.7,"Low","normal","normal",2.1,"normal","normal","normal","Moderate",0,102.1,0.5,0,4.4,0.183333333333333,0.299319727891156
"208","John Shasky",2.6,"Low","outstanding","normal",3.6,"normal","normal","normal","Low",0,117.7,0.285714285714286,0,6.5,0.1,0.448275862068965
"209","Mark Bryant",1.2,"Low","outstanding","normal",3.2,"normal","normal","normal","Low",1,106.6,0.571428571428572,0,7.2,0.128571428571429,0.503496503496503
"210","Mark Bryant",0.4,"Low","normal","normal",1.9,"normal","normal","normal","Low",1,112.3,0.333333333333333,0,3,0.0833333333333333,0.428571428571429
"211","Shelton Jones",1.6,"Moderate","normal","normal",2.2,"normal","normal","normal","Moderate",0,117,0.444444444444444,0,5.5,0.107843137254902,0.41044776119403
"212","Eric Leckner",1.5,"Low","normal","normal",2.7,"normal","normal","normal","Moderate",1,124.4,0.111111111111111,0,5.5,0.0733333333333333,0.528846153846154
"213","Jerome Lane",2.1,"Low","outstanding","normal",3.7,"normal","normal","normal","Moderate",1,81,0.444444444444444,0,6.4,0.118518518518518,0.627450980392157
"214","Tim Perry",1,"Low","normal","normal",2.1,"normal","normal","outstanding","Low",1,140.2,0.5,0,5.9,0.0951612903225806,0.595959595959596
"215","Jim Les",0.9,"Moderate","normal","normal",1.1,"outstanding","normal","normal","Moderate",1,115.3,0.272727272727273,0,3.2,0.0390243902439024,0.336842105263158
"216","Craig Neal",0.4,"Low","normal","normal",0.5,"outstanding","normal","normal","Moderate",0,126.9,0.5,0,3.4,0.0641509433962264,0.361702127659574
"217","David Rivers",0.9,"Moderate","normal","normal",0.9,"outstanding","normal","normal","Moderate",0,140.2,0.384615384615385,0,4,0.0851063829787234,0.425531914893617
"218","John Starks",1.4,"Low","normal","normal",1.1,"normal","normal","normal","Moderate",1,144.7,0.545454545454545,0,3.5,0.0972222222222222,0.397727272727272
"219","Andrew Lang",1,"Low","normal","normal",2.4,"normal","normal","outstanding","Low",1,116.3,0.6,0,4.8,0.0774193548387097,0.564705882352941
"220","Bill Jones",1.2,"Low","normal","normal",1.3,"normal","normal","normal","Low",0,116.4,1,0,4.3,0.116216216216216,0.518072289156626
"221","Charles Shackleford",0.7,"Low","normal","normal",2.6,"normal","normal","normal","Low",1,99.4,0.6,0,5.5,0.0916666666666667,0.679012345679012
"222","Morlon Wiley",0.3,"Moderate","normal","normal",0.9,"normal","normal","normal","Low",1,146.7,0.714285714285714,0,3.8,0.0745098039215686,0.475
"223","Randolph Keys",0.7,"Low","normal","normal",1.3,"normal","normal","normal","Low",1,122,0.6,0,4.5,0.107142857142857,0.569620253164557
"224","Mark Davis",1,"Moderate","normal","normal",1.1,"normal","normal","normal","Low",1,140.4,1,0,4.3,0.13030303030303,0.551282051282051
"225","Mark Davis",1,"Moderate","normal","normal",1.1,"normal","normal","normal","Low",0,140.4,1,0,4.3,0.13030303030303,0.551282051282051
"226","Mark Davis",2,"Low","normal","normal",2.2,"normal","normal","outstanding","Moderate",1,131.5,0.583333333333333,0,3.6,0.0631578947368421,0.36
"227","Mark Davis",2,"Low","normal","normal",2.2,"normal","normal","outstanding","Moderate",0,131.5,0.583333333333333,0,3.6,0.0631578947368421,0.36
"228","Troy Williams",1,"Low","normal","normal",1.8,"normal","normal","outstanding","Moderate",0,126.2,0.909090909090909,0,6.3,0.2625,0.362068965517241
"229","Hollis Thompson",0.9,"Low","normal","normal",3.2,"normal","normal","normal","Moderate",0,157.3,0.875,0,8.9,0.115584415584416,0.393805309734513
"230","Ron Grandison",1.1,"Moderate","normal","normal",1.3,"normal","normal","normal","Low",0,115.3,0.6,0,2.7,0.0375,0.36986301369863
"231","Micheal Williams",1,"Low","normal","normal",0.6,"normal","normal","normal","Moderate",1,124.6,0.333333333333333,0,2.5,0.0510204081632653,0.342465753424657
"232","Anthony Frederick",0.7,"Low","normal","normal",1.1,"normal","normal","normal","Low",0,161,0.428571428571429,0,3.9,0.0847826086956522,0.573529411764706
"233","Avery Johnson",0.4,"Low","normal","normal",0.6,"normal","normal","normal","Low",1,102.3,1.25,0,3.2,0.0744186046511628,0.470588235294118
"234","Everette Stephens",0.6,"Moderate","normal","normal",0.7,"normal","normal","normal","Moderate",0,129.2,0.375,0,2,0.0571428571428571,0.333333333333333
"235","Jack Haley",0.9,"Moderate","normal","normal",1.4,"normal","normal","normal","Low",1,125.7,0.4,0,2.5,0.0490196078431373,0.43859649122807
"236","Duane Ferrell",1.1,"Low","normal","normal",1,"normal","normal","normal","Low",1,110.4,0.666666666666667,0,2.3,0.0560975609756098,0.410714285714286
"237","Mark Jackson",3.2,"Moderate","outstanding","outstanding",4.8,"outstanding","outstanding","normal","High",1,146,0.806451612903226,2,23.5,0.286585365853659,0.593434343434343
"238","Kenny Smith",3.3,"Moderate","normal","normal",2.3,"outstanding","outstanding","normal","High",1,160.4,0.5,1,17.9,0.29344262295082,0.502808988764045
"239","Nate Wolters",1.6,"Low","normal","normal",2.6,"outstanding","normal","normal","Moderate",0,138.3,0.6,0,10.4,0.179310344827586,0.460176991150442
"240","Armen Gilliam",3.5,"Low","outstanding","outstanding",7.9,"normal","outstanding","outstanding","High",1,115.4,0.5,1,19.2,0.349090909090909,0.583586626139818
"241","Winston Garland",2.3,"Moderate","normal","normal",3.4,"outstanding","outstanding","normal","High",1,165.1,0.68,1,17.8,0.265671641791045,0.561514195583596
"242","Joe Wolf",1.3,"Moderate","outstanding","outstanding",4.5,"outstanding","normal","outstanding","High",1,144,0.5,0,11,0.261904761904762,0.40590405904059
"243","Reggie Williams",1.9,"Moderate","outstanding","normal",3.4,"normal","normal","outstanding","High",1,130.7,0.444444444444444,1,9.6,0.274285714285714,0.391836734693878
"244","Reggie Williams",1.9,"Moderate","outstanding","normal",3.4,"normal","normal","outstanding","High",1,130.7,0.444444444444444,1,9.6,0.274285714285714,0.391836734693878
"245","Greg Anderson",4,"Low","outstanding","outstanding",6.3,"normal","normal","outstanding","High",1,130.5,0.411764705882353,1,15.5,0.189024390243902,0.640495867768595
"246","Kevin Johnson",2.6,"Moderate","normal","normal",2.4,"outstanding","outstanding","normal","High",1,150.8,0.722222222222222,0,13.6,0.17,0.566666666666667
"247","Horace Grant",2.2,"Low","outstanding","outstanding",5.5,"normal","normal","outstanding","Moderate",1,112.7,0.545454545454545,0,12.2,0.150617283950617,0.539823008849557
"248","Reggie Miller*",2.3,"Moderate","outstanding","normal",2.3,"normal","normal","normal","Moderate",1,164.4,0.583333333333333,1,11.1,0.135365853658537,0.495535714285714
"249","Dennis Hopson",2.9,"Moderate","normal","normal",2.3,"normal","normal","outstanding","High",1,141.1,0.473684210526316,0,8.5,0.139344262295082,0.379464285714286
"250","Ken Norman",2.6,"Low","outstanding","normal",4,"normal","normal","outstanding","High",1,99.4,0.4375,0,10.6,0.160606060606061,0.488479262672811
"251","Ryan Kelly",2.3,"Moderate","normal","outstanding",3.7,"normal","normal","outstanding","Moderate",0,157.6,0.625,0,10.6,0.179661016949153,0.477477477477477
"252","Scottie Pippen*",2.2,"Low","outstanding","normal",3.8,"outstanding","outstanding","outstanding","High",1,121.3,0.647058823529412,0,11.2,0.141772151898734,0.535885167464115
"253","Derrick McKey",2.7,"Moderate","outstanding","normal",4,"normal","normal","outstanding","Moderate",1,163,0.615384615384615,0,11.3,0.137804878048781,0.543269230769231
"254","Muggsy Bogues",0.9,"Moderate","normal","normal",1.7,"outstanding","outstanding","normal","Moderate",1,136.2,1.23076923076923,0,10,0.126582278481013,0.485436893203883
"255","Tellis Frank",2.7,"Moderate","outstanding","outstanding",4.2,"normal","normal","normal","Moderate",1,115.3,0.5,0,9.6,0.123076923076923,0.468292682926829
"256","Ricky Wilson",1.7,"Moderate","normal","normal",1.1,"outstanding","normal","normal","Moderate",0,150.1,1,0,6.6,0.275,0.377142857142857
"257","Dave Hoppen",1.6,"Moderate","outstanding","outstanding",4.5,"normal","normal","normal","Moderate",1,133,0.333333333333333,0,8.6,0.220512820512821,0.521212121212121
"258","Dallas Comegys",2,"Low","normal","normal",2.9,"normal","normal","outstanding","High",0,113.7,0.3125,0,6.6,0.088,0.44
"259","Mark Acres",1.4,"Low","outstanding","normal",3.4,"normal","normal","normal","Low",1,117.2,0.571428571428572,0,6.3,0.079746835443038,0.431506849315069
"260","Michael Jackson",0.6,"Moderate","normal","normal",1,"outstanding","normal","normal","Moderate",0,133.3,0.3,0,4.9,0.0844827586206897,0.374045801526718
"261","Tony White",1.1,"Moderate","normal","normal",0.6,"normal","normal","normal","Moderate",0,116.8,0.4,0,4.9,0.1,0.411764705882353
"262","Brad Lohaus",0.9,"Moderate","normal","normal",2,"normal","normal","outstanding","Moderate",1,153.3,0.375,0,6,0.0857142857142857,0.58252427184466
"263","Milt Wagner",0.7,"Moderate","normal","normal",0.7,"normal","normal","normal","Low",0,151.9,0.166666666666667,0,4.4,0.11,0.463157894736842
"264","Chris Dudley",1.3,"Low","outstanding","normal",2.6,"normal","normal","normal","Low",1,103.7,0.333333333333333,0,4.6,0.0836363636363637,0.494623655913979
"265","Clinton Wheeler",0.6,"Moderate","normal","normal",0.7,"normal","normal","normal","Moderate",0,120.5,0.666666666666667,0,4,0.0677966101694915,0.459770114942529
"266","Billy Donovan",0.5,"Moderate","normal","normal",0.6,"normal","normal","normal","Moderate",0,121.4,0.444444444444444,0,3.5,0.0795454545454546,0.421686746987952
"267","Reggie Lewis",1.2,"Low","normal","normal",1.3,"normal","normal","normal","Low",1,116.8,0.5,0,4.8,0.0979591836734694,0.578313253012048
"268","Martin Nessley",0.4,"Low","normal","normal",1.9,"normal","normal","normal","Low",0,82.9,0.4,0,2.8,0.0636363636363636,0.368421052631579
"269","John Stroeder",0.7,"Low","normal","normal",1.7,"normal","normal","normal","Low",0,103.4,0.166666666666667,0,2.7,0.0658536585365853,0.409090909090909
"270","Bart Kofoed",0.4,"Low","normal","normal",0.4,"normal","normal","normal","Low",1,127.6,0.4,0,1.3,0.0361111111111111,0.206349206349206
"271","Ray McCallum",1,"Moderate","normal","normal",1.8,"outstanding","normal","normal","Moderate",0,149.4,0.555555555555556,0,7.8,0.173333333333333,0.391959798994975
"272","Ralph Lewis",1,"Low","normal","normal",1,"normal","normal","normal","Low",0,91.4,0.75,0,1.3,0.026,0.209677419354839
"273","Ron Harper",6.9,"Low","outstanding","outstanding",4.8,"outstanding","outstanding","outstanding","High",1,135.2,0.595238095238095,1,23.2,0.282926829268293,0.620320855614973
"274","Chuck Person",3.6,"Moderate","outstanding","outstanding",8.3,"outstanding","outstanding","normal","High",1,157,0.423076923076923,1,24.6,0.3,0.683333333333333
"275","Hot Rod Williams",5,"Moderate","outstanding","outstanding",7.9,"normal","normal","outstanding","High",1,123,0.411764705882353,1,20.1,0.25125,0.592920353982301
"276","Brad Daugherty",5,"Low","outstanding","outstanding",8.1,"outstanding","normal","outstanding","High",1,123.4,0.193548387096774,1,21.8,0.2725,0.646884272997033
"277","Nate McMillan",2,"Low","outstanding","outstanding",4.7,"outstanding","outstanding","outstanding","High",1,109.2,0.818181818181818,0,16.2,0.228169014084507,0.58273381294964
"278","Kenny Walker",2.7,"Moderate","outstanding","outstanding",5,"normal","normal","outstanding","Moderate",1,124.8,0.636363636363636,1,14,0.205882352941176,0.553359683794466
"279","Walter Berry",4.6,"Low","outstanding","outstanding",4.9,"normal","normal","outstanding","High",0,118,0.25,1,17.5,0.277777777777778,0.694444444444445
"280","John Williams",2.9,"Low","outstanding","outstanding",4.7,"outstanding","outstanding","outstanding","High",1,132.2,1,0,13,0.166666666666667,0.572687224669603
"281","Kentavious Caldwell-Pope",0.8,"Moderate","normal","normal",2,"normal","normal","normal","Low",0,148.5,3,0,7.3,0.09125,0.368686868686869
"282","Brad Sellers",2.2,"Moderate","outstanding","outstanding",4.7,"normal","normal","outstanding","Moderate",1,138.3,0.545454545454545,0,12,0.15,0.547945205479452
"283","David Wingate",2.6,"Moderate","normal","normal",2,"normal","outstanding","normal","High",1,142.1,0.705882352941177,0,9,0.116883116883117,0.430622009569378
"284","Johnny Dawkins",2.4,"Moderate","normal","normal",2.1,"outstanding","normal","normal","Moderate",1,153.6,0.533333333333333,1,11.7,0.144444444444444,0.5625
"285","William Bedford",1.7,"Low","outstanding","outstanding",4.9,"normal","normal","outstanding","High",1,97.8,0.235294117647059,0,8.8,0.176,0.448979591836735
"286","Jeff Hornacek",1.5,"Moderate","normal","normal",2.3,"outstanding","normal","normal","High",1,151,0.473684210526316,0,9.3,0.11625,0.476923076923077
