"","Name","GP","MIN","PTS","FGM","FGA","FG.","X3P.Made","X3PA","X3P.","FTM"
"1031","Morris Peterson","High","Moderate",9.3,"Moderate",8.4,"Moderate","Moderate",2.1,"Moderate","Moderate"
"1032","Chris Porter","Moderate","Moderate",8.6,"Moderate",8.7,"Low","Low",0.1,"Low","High"
"1033","Marcus Fizer","Moderate","Moderate",9.5,"Moderate",9,"Moderate","Moderate",0.5,"Moderate","Moderate"
"1034","Stephen Jackson","Moderate","Moderate",8.2,"Moderate",7.4,"Moderate","Moderate",2,"Moderate","Moderate"
"1035","Courtney Alexander","Moderate","Moderate",9.5,"Moderate",8.8,"Moderate","Moderate",0.7,"Moderate","High"
"1036","Chris Mihm","Moderate","Moderate",7.6,"Moderate",6.6,"Moderate","Low",0,"Low","Moderate"
"1037","Kelly Oubre","Moderate","Low",3.7,"Low",3.3,"Moderate","Moderate",1.3,"Moderate","Low"
"1038","Desmond Mason","High","Moderate",5.9,"Moderate",5.6,"Moderate","Moderate",0.9,"Moderate","Moderate"
"1039","Khalid El-Amin","Moderate","Moderate",6.3,"Moderate",6.2,"Low","Moderate",1.7,"Moderate","Moderate"
"1040","Quentin Richardson","Moderate","Moderate",8.1,"Moderate",6.9,"Moderate","Moderate",2,"Moderate","Moderate"
"1041","Mark Blount","Moderate","Moderate",3.9,"Moderate",3.1,"Moderate","Low",0,"Low","Moderate"
"1042","Jamal Crawford","Moderate","Moderate",4.6,"Moderate",5,"Low","Moderate",1.9,"Moderate","Low"
"1043","DerMarr Johnson","High","Moderate",5.1,"Moderate",5,"Low","Moderate",1.6,"Moderate","Moderate"
"1044","Stromile Swift","High","Moderate",4.9,"Moderate",4.2,"Moderate","Low",0.1,"Low","Moderate"
"1045","Keyon Dooling","Moderate","Moderate",5.9,"Moderate",4.8,"Moderate","Moderate",1.1,"Moderate","Moderate"
"1046","Mateen Cleaves","High","Moderate",5.4,"Moderate",5.1,"Low","Moderate",0.2,"Moderate","Moderate"
"1047","Mike Penberthy","Moderate","Moderate",5,"Moderate",4.2,"Moderate","Moderate",2.6,"Moderate","Low"
"1048","Lee Nailon","Low","Moderate",3.9,"Moderate",3.2,"Moderate","Low",0,"Low","Moderate"
"1049","Eddie House","Moderate","Moderate",5,"Moderate",4.9,"Moderate","Moderate",1.1,"Moderate","Low"
"1050","Paul McPherson","Moderate","Low",4.8,"Moderate",3.9,"Moderate","Low",0.2,"Moderate","Moderate"
"1051","Daniel Santiago","Moderate","Low",3.1,"Low",2.5,"Moderate","Low",0,"Low","Moderate"
"1052","Isaiah Whitehead","Low","Moderate",6.7,"Moderate",6.4,"Moderate","Moderate",1.8,"Moderate","Moderate"
"1053","Darrun Hilliard","Low","Low",4,"Low",3.4,"Low","Moderate",1.3,"Moderate","Moderate"
"1054","Mark Madsen","Moderate","Low",2,"Low",1.6,"Moderate","Low",0,"High","Low"
"1055","DeShawn Stevenson","Low","Low",2.2,"Low",2.3,"Low","Low",0.3,"Moderate","Moderate"
"1056","Elton Brand","High","High",20.1,"High",16.1,"Moderate","Low",0,"Low","High"
"1057","Lamar Odom","Moderate","High",16.6,"Moderate",13.5,"Moderate","Moderate",2.2,"Moderate","High"
"1058","Steve Francis","Moderate","High",18,"High",14.5,"Moderate","High",4,"Moderate","High"
"1059","Metta World Peace","Moderate","High",12,"Moderate",10.5,"Moderate","Moderate",2.7,"Moderate","High"
"1060","Walt Szczerbiak","Moderate","High",11.6,"Moderate",9.2,"Moderate","Moderate",1.1,"Moderate","High"
"1061","Adrian Griffin","Moderate","High",6.7,"Moderate",5.7,"Moderate","Moderate",0.8,"Moderate","Moderate"
"1062","Andre Miller","High","High",11.1,"Moderate",9.2,"Moderate","Moderate",0.6,"Moderate","High"
"1063","James Posey","High","High",8.2,"Moderate",6.6,"Moderate","Moderate",2.7,"Moderate","Moderate"
"1064","Kenny Thomas","Moderate","High",8.3,"Moderate",7.4,"Low","Moderate",1.7,"Moderate","High"
"1065","Shawn Marion","Moderate","High",10.2,"Moderate",9.2,"Moderate","Moderate",0.4,"Moderate","Moderate"
"1066","Vonteego Cummings","Moderate","High",9.4,"Moderate",8.7,"Moderate","Moderate",2,"Moderate","Moderate"
"1067","Anthony Carter","High","High",6.3,"Moderate",6.4,"Low","Low",0.3,"Moderate","Moderate"
"1068","Jason Terry","High","High",8.1,"Moderate",7.4,"Moderate","Moderate",1.9,"Moderate","Moderate"
"1069","Chucky Atkins","High","Moderate",9.5,"Moderate",9,"Moderate","Moderate",2,"Moderate","Moderate"
"1070","Richard Hamilton","Moderate","Moderate",9,"Moderate",8.5,"Moderate","Moderate",1.1,"Moderate","Moderate"
"1071","Greg Buckner","Moderate","Moderate",5.7,"Moderate",4.9,"Moderate","Moderate",0.5,"Moderate","Moderate"
"1072","Langston Galloway","Low","High",11.8,"Moderate",11.4,"Low","High",3.9,"Moderate","Moderate"
"1073","Baron Davis","High","Moderate",5.9,"Moderate",5.3,"Moderate","Moderate",1.4,"Moderate","Moderate"
"1074","Corey Maggette","Moderate","Moderate",8.4,"Moderate",6.1,"Moderate","Low",0.1,"Moderate","High"
"1075","Eddie Robinson","Moderate","Moderate",7,"Moderate",5.8,"Moderate","Low",0.1,"Low","Moderate"
"1076","Michael Ruffin","Moderate","Moderate",2.2,"Low",1.9,"Moderate","Low",0,"Low","Low"
"1077","Chris Herren","Low","Moderate",3.1,"Low",2.8,"Low","Moderate",1.5,"Moderate","Low"
"1078","Quincy Lewis","Moderate","Moderate",3.8,"Moderate",4,"Low","Moderate",0.9,"Moderate","Low"
"1079","Ryan Bowen","Moderate","Moderate",2.5,"Low",2.3,"Low","Low",0.2,"Moderate","Moderate"
"1080","Cal Bowdler","Low","Low",2.7,"Low",2.5,"Moderate","Low",0,"Low","Low"
"1081","Scott Padgett","Low","Low",2.6,"Low",3,"Low","Moderate",0.9,"Moderate","Low"
"1082","Nerlens Noel","Moderate","High",9.9,"Moderate",8.7,"Moderate","Low",0,"Low","High"
"1083","Roy Rogers","Low","Low",2.2,"Low",2.2,"Low","Low",0,"Low","Low"
"1084","William Avery","Moderate","Low",2.6,"Low",3.1,"Low","Moderate",1.1,"Moderate","Low"
"1085","Milt Palacio","Moderate","Low",2,"Low",1.8,"Moderate","Low",0,"Low","Low"
"1086","Devean George","Moderate","Low",3.2,"Low",2.9,"Low","Moderate",1,"Moderate","Low"
"1087","Lari Ketner","Low","Low",1.5,"Low",1.5,"Moderate","Low",0,"Low","Low"
"1088","Jason Williams","Moderate","High",12.8,"Moderate",12.3,"Low","High",6.5,"Moderate","Moderate"
"1089","Vince Carter","Moderate","High",18.3,"High",15.3,"Moderate","Moderate",1.3,"Moderate","High"
"1090","Mike Bibby","Moderate","High",13.2,"Moderate",12.1,"Moderate","Moderate",1.5,"Moderate","High"
"1091","Paul Pierce","Moderate","High",16.5,"Moderate",13.5,"Moderate","High",4.3,"Moderate","High"
"1092","Elfrid Payton","High","High",8.9,"Moderate",8.6,"Moderate","Moderate",0.5,"Moderate","Moderate"
"1093","Michael Dickerson","Moderate","High",10.9,"Moderate",9.2,"Moderate","High",3.3,"Moderate","Moderate"
"1094","Jamie Feick","Low","High",6.3,"Moderate",4.8,"Moderate","Low",0,"Low","Moderate"
"1095","Jamie Feick","Low","Moderate",3.7,"Low",3.8,"Low","Moderate",0.3,"Moderate","Moderate"
"1096","Cuttino Mobley","Moderate","High",9.9,"Moderate",8.3,"Moderate","High",3,"Moderate","High"
"1097","Tyrone Nesby","Moderate","High",10.1,"Moderate",8.1,"Moderate","Moderate",1.9,"Moderate","High"
"1098","Antawn Jamison","Low","Moderate",9.6,"Moderate",8.4,"Moderate","Moderate",0.2,"Moderate","High"
"1099","Matt Harpring","Moderate","Moderate",8.2,"Moderate",6.4,"Moderate","Moderate",0.5,"Moderate","High"
"1100","Jabari Parker","Low","High",12.3,"Moderate",10.5,"Moderate","Moderate",0.6,"Moderate","High"
"1101","Larry Hughes","Moderate","Moderate",9.1,"Moderate",8.3,"Moderate","Moderate",1,"Moderate","High"
"1102","Robert Traylor","Moderate","Moderate",5.3,"Moderate",4.1,"Moderate","Low",0,"Low","Moderate"
"1103","Michael Doleac","Moderate","Moderate",6.2,"Moderate",5.4,"Moderate","Low",0,"Low","Moderate"
"1104","Cory Carr","Low","Moderate",4.1,"Moderate",5.1,"Low","Moderate",0.7,"Moderate","Low"
"1105","Keon Clark","Low","Moderate",3.3,"Low",2.9,"Moderate","Low",0,"Low","Moderate"
"1106","Damon Jones","Low","Moderate",5.2,"Moderate",5,"Low","Moderate",2.6,"Moderate","Low"
"1107","Pat Garrity","Low","Moderate",5.6,"Moderate",4.4,"Moderate","Moderate",0.5,"Moderate","Moderate"
"1108","Marcus Smart","Moderate","High",7.8,"Moderate",7.1,"Low","High",4.1,"Moderate","Moderate"
"1109","Bryce Drew","Low","Moderate",3.5,"Low",3.8,"Low","Moderate",1.4,"Moderate","Low"
"1110","Jelani McCoy","Low","Moderate",5.1,"Moderate",2.9,"High","Low",0,"Low","Moderate"
"1111","Brad Miller","Low","Moderate",6.3,"Moderate",3.6,"Moderate","Low",0.1,"Moderate","High"
"1112","Ricky Davis","Low","Moderate",4.5,"Moderate",4.3,"Moderate","Low",0.3,"Moderate","Moderate"
"1113","J.R. Henderson","Low","Moderate",3.2,"Low",3.2,"Low","Moderate",0.2,"Moderate","Moderate"
"1114","Corey Benjamin","Low","Low",3.8,"Low",3.8,"Low","Moderate",0.5,"Moderate","Moderate"
"1115","Roshown McLeod","Low","Low",4.8,"Moderate",4.8,"Low","Low",0.3,"Moderate","Moderate"
"1116","Earl Boykins","Low","Low",3,"Low",3.6,"Low","Moderate",0.8,"Moderate","Low"
"1117","Toby Bailey","Low","Low",2.9,"Low",3.2,"Low","Low",0.2,"Moderate","Low"
"1118","Marlon Garnett","Low","Low",2.1,"Low",2.1,"Low","Moderate",1,"Moderate","Low"
"1119","Jordan Clarkson","Moderate","High",11.9,"Moderate",10.1,"Moderate","Moderate",2.1,"Moderate","High"
"1120","Andrae Patterson","Low","Low",3.3,"Low",2.8,"Moderate","Low",0.1,"Low","Moderate"
"1121","Gerald Brown","Low","Low",2.4,"Low",2.7,"Low","Moderate",0.3,"Moderate","Low"
"1122","Ruben Patterson","Low","Low",2.7,"Low",2.1,"Moderate","Low",0.3,"Moderate","Moderate"
"1123","Nazr Mohammed","Low","Low",1.6,"Low",1.6,"Low","Low",0,"Low","Low"
"1124","Keith Van Horn","Moderate","High",19.7,"High",16.9,"Moderate","High",3.6,"Moderate","High"
"1125","Ron Mercer","High","High",15.3,"Moderate",14.3,"Moderate","Low",0.4,"Moderate","High"
"1126","Brevin Knight","High","High",9,"Moderate",7.4,"Moderate","Low",0.1,"Low","High"
"1127","Cedric Henderson","High","High",10.1,"Moderate",8.8,"Moderate","Low",0,"Low","Moderate"
"1128","Cedric Henderson","High","High",10.1,"Moderate",8.8,"Moderate","Low",0,"Low","Moderate"
"1129","Bobby Jackson","Moderate","High",11.6,"Moderate",11.6,"Low","Moderate",1.2,"Moderate","High"
"1130","Zach LaVine","Moderate","High",10.1,"Moderate",8.8,"Moderate","Moderate",2.2,"Moderate","High"
"1131","Anthony Johnson","Moderate","High",7.5,"Moderate",7.9,"Low","Moderate",1.7,"Moderate","Moderate"
"1132","Derek Anderson","Moderate","High",11.7,"Moderate",8.9,"Moderate","Moderate",1.3,"Moderate","High"
"1133","Chauncey Billups","High","High",11.2,"Moderate",9.4,"Low","High",4.1,"Moderate","High"
"1134","Antonio Daniels","Moderate","High",7.8,"Moderate",7.4,"Moderate","Moderate",0.7,"Moderate","Moderate"
"1135","Eric Washington","Moderate","High",7.7,"Moderate",7.5,"Moderate","Moderate",2.1,"Moderate","Moderate"
"1136","Tony Battie","Moderate","High",8.4,"Moderate",8.1,"Moderate","Low",0.2,"Moderate","Moderate"
"1137","Tim Thomas","Moderate","High",11,"Moderate",8.9,"Moderate","Moderate",2.2,"Moderate","High"
"1138","Danny Fortson","High","Moderate",10.2,"Moderate",7.6,"Moderate","Low",0,"Moderate","High"
"1139","Maurice Taylor","Moderate","Moderate",11.5,"Moderate",9.5,"Moderate","Low",0,"Low","High"
"1140","Lawrence Funderburke","Moderate","Moderate",9.5,"Moderate",7.5,"Moderate","Low",0.1,"Moderate","High"
"1141","Alvin Williams","Moderate","Moderate",6,"Moderate",5.2,"Moderate","Moderate",0.5,"Moderate","Moderate"
"1142","Rodrick Rhodes","Moderate","Moderate",5.8,"Moderate",5.3,"Low","Low",0.1,"Moderate","High"
"1143","Tracy McGrady","Moderate","Moderate",7,"Moderate",6.2,"Moderate","Moderate",0.6,"Moderate","Moderate"
"1144","Rick Brunson","Low","Moderate",4.3,"Low",3.7,"Low","Moderate",1.6,"Moderate","Moderate"
"1145","Jerald Honeycutt","Low","Moderate",6.4,"Moderate",5.8,"Moderate","Moderate",2,"Moderate","Moderate"
"1146","Kelvin Cato","Moderate","Moderate",3.8,"Low",3.1,"Moderate","Low",0,"Low","Moderate"
"1147","Domantas Sabonis","Low","Moderate",6.4,"Moderate",6,"Moderate","Moderate",2.4,"Moderate","Low"
"1148","Adreian Payne","Low","High",6.7,"Moderate",6.9,"Moderate","Low",0.3,"Moderate","Moderate"
"1149","Keith Closs","Moderate","Moderate",4,"Moderate",3.6,"Moderate","Low",0,"Low","Moderate"
"1150","Kevin Ollie","Low","Moderate",3.5,"Low",2.8,"Low","Low",0,"Low","Moderate"
"1151","Bubba Wells","Low","Low",3.3,"Low",3,"Moderate","Low",0.2,"Moderate","Moderate"
"1152","John Thomas","Moderate","Low",2.8,"Low",2.1,"Moderate","Low",0,"Low","Moderate"
"1153","Travis Williams","Low","Low",3.5,"Low",3.1,"Moderate","Low",0,"Low","Low"
"1154","Jacque Vaughn","Low","Low",3.1,"Low",2.7,"Low","Moderate",0.2,"Moderate","Moderate"
"1155","Chris Garner","Low","Low",1.4,"Low",1.8,"Low","Moderate",0.4,"Moderate","Low"
"1156","Chris Crawford","Low","Low",3.8,"Low",2.8,"Moderate","Low",0.1,"Moderate","Moderate"
"1157","Anthony Parker","Low","Low",1.9,"Low",1.7,"Low","Moderate",0.8,"Moderate","Low"
"1158","Allen Iverson*","Moderate","High",23.5,"High",19.8,"Moderate","High",6,"Moderate","High"
"1159","Kerry Kittles","High","High",16.4,"Moderate",14.5,"Moderate","High",5.1,"Moderate","High"
"1160","Antoine Walker","High","High",17.5,"High",16.5,"Moderate","Moderate",1.9,"Moderate","High"
"1161","Shareef Abdur-Rahim","High","High",18.7,"High",15.2,"Moderate","Moderate",0.3,"Moderate","High"
"1162","Stephon Marbury","Moderate","High",15.8,"Moderate",13,"Moderate","High",4.3,"Moderate","High"
"1163","Ray Allen","High","High",13.4,"Moderate",11.1,"Moderate","High",3.6,"Moderate","High"
"1164","Marcus Camby","Moderate","High",14.8,"Moderate",12.3,"Moderate","Low",0.2,"Moderate","High"
"1165","Matt Maloney","High","High",9.4,"Moderate",7.5,"Moderate","High",4.6,"Moderate","Moderate"
"1166","Lorenzen Wright","Moderate","High",7.3,"Moderate",6.4,"Moderate","Low",0.1,"Moderate","Moderate"
"1167","K.J. McDaniels","Moderate","Moderate",7.9,"Moderate",7,"Low","Moderate",2.4,"Moderate","Moderate"
"1168","Dean Garrett","Moderate","High",8,"Moderate",5.7,"Moderate","Low",0,"Low","Moderate"
"1169","Chris Robinson","Low","Moderate",4.6,"Moderate",4.4,"Low","Moderate",2.2,"Moderate","Low"
"1170","Shandon Anderson","Moderate","Moderate",5.9,"Moderate",4.9,"Moderate","Moderate",0.7,"Moderate","Moderate"
"1171","Travis Knight","Moderate","Moderate",4.8,"Moderate",3.9,"Moderate","Low",0,"Low","Moderate"
"1172","Kobe Bryant","Moderate","Moderate",7.6,"Moderate",5.9,"Moderate","Moderate",1.9,"Moderate","High"
"1173","Randy Livingston","Moderate","Moderate",3.9,"Moderate",3.6,"Moderate","Moderate",0.3,"Moderate","Moderate"
"1174","Othella Harrington","Moderate","Moderate",4.8,"Moderate",3.6,"Moderate","Low",0.1,"Low","Moderate"
"1175","Erick Dampier","Moderate","Moderate",5.1,"Moderate",4.7,"Low","Low",0,"High","Moderate"
"1176","Rodney Hood","Moderate","Moderate",8.7,"Moderate",7.5,"Moderate","High",3.4,"Moderate","Moderate"
"1177","Tony Delk","Moderate","Moderate",5.4,"Moderate",4.2,"Moderate","Moderate",1.8,"Moderate","Moderate"
"1178","Samaki Walker","Low","Moderate",5,"Moderate",4.3,"Moderate","Low",0,"Low","Moderate"
"1179","Todd Fuller","Moderate","Moderate",4.1,"Moderate",3.5,"Moderate","Low",0,"Low","Moderate"
"1180","John Wallace","Moderate","Moderate",4.8,"Moderate",3.5,"Moderate","Low",0.1,"Moderate","Moderate"
"1181","Derek Fisher","High","Moderate",3.9,"Low",3.3,"Low","Moderate",0.9,"Moderate","Moderate"
"1182","Ray Owes","Moderate","Low",3.1,"Low",3.2,"Moderate","Low",0.1,"Moderate","Low"
"1183","Jermaine O'Neal","Low","Low",4.1,"Moderate",3.4,"Moderate","Low",0,"Low","Moderate"
"1184","Malik Rose","Moderate","Low",3,"Low",2.4,"Moderate","Low",0,"Low","Moderate"
"1185","Brett Szabo","Moderate","Low",2.2,"Low",1.7,"Moderate","Low",0,"Low","Low"
"1186","Jerami Grant","Moderate","Moderate",6.3,"Moderate",5.4,"Low","Moderate",2.4,"Moderate","High"
"1187","Darvin Ham","Low","Low",2.3,"Low",1.7,"Moderate","Low",0,"Low","Low"
"1188","Steve Hamer","Low","Low",2.2,"Low",1.6,"Moderate","Low",0.1,"Low","Low"
"1189","Walter McCarty","Low","Low",1.8,"Low",1.9,"Low","Moderate",0.4,"Moderate","Low"
"1190","Priest Lauderdale","Low","Low",3.2,"Low",2.5,"Moderate","Low",0,"Low","Low"
"1191","Damon Stoudamire","Moderate","High",19,"High",16.1,"Moderate","High",4.8,"Moderate","High"
"1192","Michael Finley","High","High",15,"Moderate",11.9,"Moderate","Moderate",2.3,"Moderate","High"
"1193","Jerry Stackhouse","Moderate","High",19.2,"Moderate",15.2,"Moderate","High",4.1,"Moderate","High"
"1194","Joe Smith","High","High",15.3,"Moderate",12.5,"Moderate","Moderate",0.3,"Moderate","High"
"1195","Bryant Reeves","Moderate","High",13.3,"Moderate",11.4,"Moderate","Low",0,"Low","High"
"1196","Tyus Edney","High","High",10.8,"Moderate",9.3,"Moderate","Moderate",1.8,"Moderate","High"
"1197","Antonio McDyess","Moderate","High",13.4,"Moderate",11.6,"Moderate","Low",0.1,"Low","High"
"1198","Kevin Garnett","High","High",10.4,"Moderate",9.2,"Moderate","Moderate",0.4,"Moderate","Moderate"
"1199","Rasheed Wallace","Moderate","High",10.1,"Moderate",8.7,"Moderate","Moderate",1.3,"Moderate","Moderate"
"1200","Brent Barry","High","High",10.1,"Moderate",7.6,"Moderate","High",3.7,"Moderate","Moderate"
"1201","Eric Williams","Moderate","High",10.7,"Moderate",8.5,"Moderate","Low",0.2,"Moderate","High"
"1202","Kurt Thomas","Moderate","Moderate",9,"Moderate",7.4,"Moderate","Low",0,"Low","Moderate"
"1203","Ashraf Amaya","Moderate","Moderate",6.3,"Moderate",4.7,"Moderate","Low",0,"Low","High"
"1204","Alan Henderson","High","Moderate",6.4,"Moderate",5.5,"Moderate","Low",0,"Low","Moderate"
"1205","Gary Trent","Moderate","Moderate",7.5,"Moderate",6.2,"Moderate","Low",0.1,"Low","Moderate"
"1206","Loren Meyer","Moderate","Moderate",5,"Moderate",4.6,"Moderate","Low",0.2,"Moderate","Moderate"
"1207","Theo Ratliff","Moderate","Moderate",4.5,"Moderate",3.1,"Moderate","Low",0,"Low","Moderate"
"1208","Anthony Goldwire","Low","Moderate",5.5,"Moderate",4.5,"Low","Moderate",2,"Moderate","Moderate"
"1209","Bob Sura","High","Moderate",5.3,"Moderate",4.6,"Moderate","Moderate",1,"Moderate","Moderate"
"1210","Don Reid","Moderate","Moderate",3.8,"Moderate",2.7,"Moderate","Low",0,"Low","Moderate"
"1211","Jimmy King","Moderate","Moderate",4.5,"Moderate",4.1,"Moderate","Moderate",0.5,"Moderate","Moderate"
"1212","Shawn Respert","Moderate","Moderate",4.9,"Moderate",4.7,"Low","Moderate",2,"Moderate","Low"
"1213","Shabazz Napier","Moderate","Moderate",5.1,"Moderate",4.5,"Low","Moderate",2.3,"Moderate","Moderate"
"1214","Cherokee Parks","Moderate","Moderate",3.9,"Moderate",3.9,"Moderate","Moderate",0.4,"Moderate","Low"
"1215","Lawrence Moten","Low","Moderate",6.6,"Moderate",5.6,"Moderate","Moderate",1.3,"Moderate","Moderate"
"1216","Greg Ostertag","Moderate","Moderate",3.6,"Moderate",3.2,"Moderate","Low",0,"Low","Low"
"1217","Corliss Williamson","Moderate","Moderate",5.6,"Moderate",5.1,"Moderate","Low",0.1,"Low","Moderate"
"1218","Terrence Rencher","Low","Moderate",2.9,"Low",2.8,"Low","Moderate",0.8,"Moderate","Moderate"
"1219","Chris Carr","Moderate","Low",4,"Moderate",3.6,"Moderate","Moderate",0.7,"Moderate","Moderate"
"1220","Travis Best","Moderate","Low",3.7,"Low",2.8,"Moderate","Moderate",0.4,"Moderate","Moderate"
"1221","Jason Caffey","Moderate","Low",3.2,"Low",2.8,"Moderate","Low",0,"Low","Moderate"
"1222","Elijah Millsap","Low","Moderate",5.3,"Moderate",5.1,"Low","Moderate",1.9,"Moderate","Moderate"
"1223","Eric Snow","Low","Low",2.7,"Low",2.3,"Moderate","Low",0.2,"Moderate","Moderate"
"1224","Jerome Allen","Low","Low",2.6,"Low",2.6,"Low","Moderate",0.8,"Moderate","Low"
"1225","Junior Burrough","Moderate","Low",3.1,"Low",2.8,"Low","Low",0,"Low","Moderate"
"1226","Lou Roe","Moderate","Low",1.8,"Low",1.8,"Low","Low",0.2,"Moderate","Low"
"1227","Marques Bragg","Moderate","Low",2.5,"Low",2.3,"Moderate","Low",0,"Low","Low"
"1228","Todd Mundt","Low","Low",1.1,"Low",1.2,"Low","Low",0,"Low","Low"
"1229","Grant Hill","Moderate","High",19.9,"High",15.2,"Moderate","Moderate",0.4,"Moderate","High"
"1230","Glenn Robinson","High","High",21.9,"High",17.6,"Moderate","High",3.4,"Moderate","High"
"1231","Glenn Robinson","High","High",21.9,"High",17.6,"Moderate","High",3.4,"Moderate","High"
"1232","Juwan Howard","Moderate","High",17,"High",14.3,"Moderate","Low",0.1,"Low","High"
"1233","Tarik Black","Moderate","Moderate",6,"Moderate",4.3,"Moderate","Low",0,"Low","Moderate"
"1234","Jason Kidd","High","High",11.7,"Moderate",10.8,"Low","Moderate",3.3,"Moderate","High"
"1235","Lamond Murray","High","High",14.1,"Moderate",13.5,"Low","Moderate",2.7,"Moderate","High"
"1236","Eddie Jones","Moderate","High",14,"Moderate",11.6,"Moderate","High",3.8,"Moderate","High"
"1237","Eric Montross","High","High",10,"Moderate",7.4,"Moderate","Low",0,"Low","High"
"1238","Donyell Marshall","Moderate","High",12.6,"Moderate",12.2,"Low","Moderate",3.4,"Moderate","High"
"1239","Brian Grant","High","High",13.2,"Moderate",10.1,"Moderate","Low",0.1,"Moderate","High"
"1240","Sharone Wright","High","High",11.4,"Moderate",9.8,"Moderate","Low",0.1,"Low","High"
"1241","Wesley Person","High","High",10.4,"Moderate",8.2,"Moderate","High",3.4,"Moderate","Moderate"
"1242","Clifford Rozier","Moderate","Moderate",6.8,"Moderate",5.9,"Moderate","Low",0.1,"Moderate","Moderate"
"1243","Jalen Rose","High","Moderate",8.2,"Moderate",6.2,"Moderate","Moderate",1.4,"Moderate","High"
"1244","Tyler Johnson","Low","Moderate",5.9,"Moderate",5.2,"Moderate","Moderate",1.5,"Moderate","Moderate"
"1245","Khalid Reeves","Moderate","Moderate",9.2,"Moderate",6.9,"Moderate","Moderate",2.6,"Moderate","High"
"1246","Chris Childs","Moderate","Moderate",5.8,"Moderate",5.3,"Low","Moderate",2.4,"Moderate","Moderate"
"1247","Aaron McKie","Low","Moderate",6.5,"Moderate",5.8,"Moderate","Moderate",0.6,"Moderate","Moderate"
"1248","Ryan Lorthridge","Low","Moderate",7.4,"Moderate",6,"Moderate","Moderate",0.4,"Moderate","Moderate"
"1249","Derrick Alston","Moderate","Moderate",4.7,"Moderate",4,"Moderate","Low",0.1,"Low","Moderate"
"1250","Anthony Tucker","Moderate","Moderate",3.9,"Moderate",3.4,"Moderate","Low",0,"Low","Moderate"
"1251","Greg Minor","Moderate","Moderate",6,"Moderate",4.8,"Moderate","Low",0.2,"Moderate","Moderate"
"1252","Eric Piatkowski","High","Moderate",7,"Moderate",5.6,"Moderate","Moderate",2.4,"Moderate","Moderate"
"1253","B.J. Tyler","Moderate","Moderate",3.5,"Low",3.4,"Low","Moderate",0.9,"Moderate","Low"
"1254","Eric Mobley","Low","Moderate",3.9,"Moderate",2.9,"Moderate","Low",0,"High","Low"
"1255","Monty Williams","Low","Moderate",3.3,"Moderate",3.2,"Moderate","Low",0.2,"Low","Low"
"1256","Anthony Miller","Low","Moderate",4.1,"Moderate",2.9,"Moderate","Low",0.1,"Moderate","Moderate"
"1257","Howard Eisley","Moderate","Moderate",2.4,"Low",2.5,"Low","Moderate",0.8,"Moderate","Low"
"1258","Bill Curley","Moderate","Moderate",2.7,"Low",2.5,"Moderate","Low",0,"Low","Low"
"1259","Jamie Watson","Moderate","Moderate",3.3,"Low",2.5,"Moderate","Moderate",0.3,"Moderate","Low"
"1260","Tony Dumas","Moderate","Low",4.6,"Moderate",4.3,"Low","Moderate",1.3,"Moderate","Moderate"
"1261","Dickey Simpkins","Moderate","Low",3.5,"Low",3.1,"Moderate","Low",0,"Low","Moderate"
"1262","Jim McIlvaine","Moderate","Low",1.7,"Low",1.3,"Moderate","Low",0,"Low","Low"
"1263","Dwayne Morton","Low","Low",4.1,"Low",3.1,"Low","Moderate",0.6,"Moderate","Moderate"
"1264","Darrin Hancock","Low","Low",3.3,"Moderate",2.6,"Moderate","Low",0.1,"Moderate","Low"
"1265","Tim Breaux","Low","Low",3,"Low",2.9,"Low","Moderate",0.6,"Moderate","Moderate"
"1266","Trevor Ruffin","Moderate","Low",4.8,"Moderate",4,"Moderate","Moderate",2,"Moderate","Low"
"1267","Brooks Thompson","Low","Low",3.1,"Low",3,"Low","Moderate",1.5,"Moderate","Low"
"1268","Anfernee Hardaway","High","High",16,"Moderate",13.3,"Moderate","Moderate",2.3,"Moderate","High"
"1269","Jamal Mashburn","High","High",19.2,"High",17.5,"Moderate","High",3.8,"Moderate","High"
"1270","Nick Van Exel","High","High",13.6,"Moderate",13,"Low","High",4.5,"Moderate","High"
"1271","Chris Webber","Moderate","High",17.5,"High",13.6,"Moderate","Low",0.2,"Low","High"
"1272","Aaron Gordon","Low","Moderate",5.2,"Moderate",4.4,"Moderate","Moderate",1,"Moderate","Moderate"
"1273","Vin Baker","High","High",13.5,"Moderate",10.6,"Moderate","Low",0.1,"Moderate","High"
"1274","Isaiah Rider","High","High",16.6,"High",14.1,"Moderate","Moderate",1.9,"Moderate","High"
"1275","Lindsey Hunter","High","High",10.3,"Moderate",10.9,"Low","Moderate",2.5,"Moderate","Moderate"
"1276","Chris Mills","High","High",9.4,"Moderate",8.6,"Moderate","Moderate",1.5,"Moderate","Moderate"
"1277","George Lynch","Moderate","High",9.6,"Moderate",8.1,"Moderate","Low",0.1,"Low","Moderate"
"1278","P.J. Brown","High","High",5.7,"Moderate",5.1,"Moderate","Low",0.1,"Moderate","Moderate"
"1279","Calbert Cheaney","Moderate","High",12,"Moderate",10.7,"Moderate","Low",0.4,"Moderate","High"
"1280","Bo Outlaw","Low","High",6.9,"Moderate",4.5,"Moderate","Low",0.1,"Low","Moderate"
"1281","Popeye Jones","High","Moderate",5.8,"Moderate",5,"Moderate","Low",0,"Low","Moderate"
